ano,sigla_uf,id_municipio,tipo_vinculo,vinculo_ativo_3112,faixa_remuneracao_media_sm,valor_remuneracao_media_sm,faixa_etaria,sexo
2009,ES,3205036,10,0,2,1.05,5,1
2009,SP,3525904,10,1,5,3.1,7,2
2009,RS,4314902,10,1,7,5.29,7,1
2009,AL,2704302,35,1,1,0.95,5,2
2009,SP,3504008,10,0,5,3.32,5,1
2009,SP,3513009,10,1,3,1.87,5,1
2009,PA,1501402,10,1,2,1.33,3,1
2009,GO,5208707,30,1,6,4.91,7,2
2009,SE,2800308,10,1,3,1.99,5,1
2009,MG,3140001,10,0,3,1.85,5,1
2009,SP,3548807,50,1,4,2.21,3,1
2009,MG,3112307,30,1,2,1.02,6,2
2009,SP,3550308,10,1,7,5.54,5,2
2009,RJ,3300100,10,1,4,2.04,5,1
2009,SP,3550308,10,1,2,1.08,5,1
2009,GO,5208707,10,1,3,1.64,5,1
2009,RJ,3305109,10,1,2,1.11,3,2
2009,ES,3203056,10,1,4,2.16,4,2
2009,MG,3145208,10,1,1,0.99,4,1
2009,RN,2412005,30,1,6,4.65,6,2
2009,SP,3550308,10,0,2,1.49,7,2
2009,SP,3550308,10,1,11,20.63,6,2
2009,MS,5003207,10,1,3,1.8,7,2
2009,CE,2309607,10,0,4,2.68,6,1
2009,SP,3518800,10,1,3,1.53,3,1
2009,BA,2918407,10,1,1,1.0,4,2
2009,SC,4214805,10,0,1,1.0,3,1
2009,RJ,3304557,10,1,2,1.09,3,2
2009,SP,3550308,10,1,3,1.81,3,1
2009,RJ,3304557,10,0,2,1.37,5,1
2009,MG,3144805,10,0,3,1.55,3,2
2009,SP,3554508,10,1,3,1.55,5,1
2009,SP,3518404,10,1,4,2.98,7,2
2009,MG,3135704,30,0,6,4.3,4,1
2009,SC,4205407,10,1,2,1.06,3,1
2009,ES,3205069,10,1,3,1.8,4,1
2009,MG,3118601,10,1,5,3.06,6,2
2009,SP,3550308,10,0,3,1.86,6,1
2009,RJ,3304557,10,1,2,1.36,5,1
2009,PE,2603009,30,1,3,1.8,5,2
2009,MG,3106200,10,1,3,1.63,5,1
2009,MG,3106200,10,0,2,1.21,3,1
2009,RN,2408003,10,0,1,1.0,3,1
2009,SP,3510203,20,0,2,1.12,4,2
2009,CE,2304285,10,1,1,0.68,6,1
2009,SP,3550308,10,1,5,3.15,5,2
2009,MA,2111300,30,1,5,3.12,5,2
2009,PB,2507507,10,1,3,1.65,5,1
2009,MS,5006309,25,0,2,1.34,6,1
2009,SP,3526704,10,1,4,2.1,6,1
2009,CE,2314003,10,1,1,1.0,5,2
2009,DF,5300108,10,0,2,1.46,3,1
2009,RJ,3304557,10,1,9,10.1,4,2
2009,MG,3155801,10,1,2,1.06,3,2
2009,SP,3534401,10,1,2,1.36,5,2
2009,ES,3200409,10,1,3,1.61,5,1
2009,MG,3131208,35,0,3,1.74,3,2
2009,MG,3101607,10,1,2,1.04,7,2
2009,SP,3550308,10,1,1,0.88,5,1
2009,SP,3523909,15,1,1,1.0,7,2
2009,MG,3145208,10,1,2,1.12,4,2
2009,RJ,3304557,30,1,4,2.23,3,1
2009,MG,3163706,10,1,7,5.74,5,2
2009,SP,3509205,10,1,5,3.31,4,1
2009,RJ,3304557,10,0,1,0.99,6,2
2009,RJ,3306305,10,1,2,1.32,3,1
2009,MA,2111300,30,1,4,2.12,7,2
2009,RJ,3304300,10,0,4,2.22,6,2
2009,RS,4312658,10,1,2,1.09,3,1
2009,SP,3540705,10,1,5,3.66,5,1
2009,PE,2604809,20,0,2,1.17,4,1
2009,RS,4300604,10,1,5,3.52,5,1
2009,SP,3548906,10,0,2,1.41,4,2
2009,MG,3137502,25,1,4,2.24,3,1
2009,MG,3106705,10,0,9,12.06,6,1
2009,SP,3550308,10,1,5,3.04,5,1
2009,RS,4307609,10,0,4,2.71,3,1
2009,PR,4106902,10,1,5,3.32,5,2
2009,BA,2929107,25,0,2,1.03,6,1
2009,SP,3550308,55,1,1,1.0,2,1
2009,BA,2925303,10,1,2,1.03,4,2
2009,SP,3504008,10,1,7,6.47,5,1
2009,SP,3522208,31,1,,0.0,7,2
2009,RJ,3302270,10,1,4,2.61,7,1
2009,RS,4314902,10,1,2,1.26,4,1
2009,PR,4125506,10,0,1,0.98,2,1
2009,BA,2930709,10,1,2,1.09,5,1
2009,SP,3550308,10,1,2,1.39,6,1
2009,PR,4106308,25,0,2,1.28,5,1
2009,DF,5300108,10,1,4,2.51,4,1
2009,RR,1400100,10,1,2,1.24,5,2
2009,PR,4113700,10,1,2,1.37,3,1
2009,SP,3518800,10,1,3,1.81,5,1
2009,SP,3550308,10,0,8,8.81,6,1
2009,PR,4117909,10,0,1,0.67,5,1
2009,RS,4314902,30,1,4,2.04,6,2
2009,AL,2707701,10,1,4,2.66,5,1
2009,SC,4209003,10,1,3,1.72,3,2
2009,SP,3524402,90,0,5,3.75,6,2
2009,RJ,3304557,30,1,7,6.72,6,1
2009,GO,5208707,10,1,4,2.85,5,1
2009,SP,3550308,10,1,8,8.56,7,1
2009,SP,3548708,10,0,7,5.22,7,1
2009,DF,5300108,10,1,6,4.09,5,2
2009,RS,4314407,30,0,9,14.45,5,2
2009,MG,3145604,25,1,1,1.0,5,1
2009,RN,2403251,10,1,3,1.86,5,1
2009,SC,4209102,10,1,2,1.19,7,1
2009,GO,5208707,10,0,3,1.53,3,2
2009,PR,4106902,10,1,4,2.11,5,2
2009,MG,3106705,10,1,2,1.13,4,1
2009,MG,3125200,25,0,4,2.61,5,1
2009,SP,3503208,10,1,7,5.12,6,2
2009,SP,3550308,10,0,4,2.22,4,1
2009,BA,2910800,10,1,4,2.27,5,1
2009,RS,4314902,10,0,2,1.33,6,1
2009,PR,4109401,10,1,3,1.67,5,2
2009,BA,2927408,10,1,3,1.74,5,1
2009,MG,3131307,10,1,5,3.3,4,1
2009,RJ,3300100,10,1,2,1.38,6,2
2009,PA,1501402,10,1,3,1.8,6,2
2009,SP,3516200,10,1,3,1.99,6,1
2009,MG,3131307,10,1,6,4.54,6,1
2009,SP,3550704,10,0,1,0.85,3,1
2009,SP,3550308,10,0,2,1.48,3,2
2009,GO,5205406,10,1,7,6.22,7,1
2009,SP,3505708,10,0,4,3.0,4,1
2009,ES,3205309,10,1,4,2.94,6,1
2009,SP,3552502,10,1,5,3.1,6,1
2009,MG,3168606,10,1,3,1.97,3,1
2009,BA,2929503,10,0,4,2.02,6,1
2009,SP,3550308,10,1,2,1.23,5,2
2009,SP,3550308,30,1,,0.0,4,2
2009,SC,4208203,90,0,3,1.53,5,1
2009,MA,2104800,10,1,2,1.03,5,1
2009,RJ,3303500,10,0,2,1.25,7,2
2009,RJ,3304904,35,0,7,5.94,7,1
2009,SP,3531308,10,1,4,2.24,7,2
2009,SP,3549102,10,1,3,1.87,6,1
2009,SP,3550308,10,1,5,3.22,3,1
2009,RS,4303004,10,1,4,2.89,5,2
2009,SC,4205407,30,1,4,2.36,3,2
2009,AL,2707701,20,1,2,1.48,3,1
2009,SC,4205407,10,1,6,4.35,5,2
2009,RJ,3304557,10,1,3,1.8,4,1
2009,BA,2927408,10,1,2,1.07,4,1
2009,MG,3106200,60,0,4,2.42,5,2
2009,SP,3550605,10,1,3,1.81,5,2
2009,RJ,3304557,30,1,5,3.51,6,2
2009,BA,2913606,10,1,2,1.32,3,2
2009,MG,3154507,20,0,1,0.99,3,1
2009,PI,2211209,30,1,3,1.68,3,1
2009,SC,4205407,10,0,5,3.7,5,1
2009,SP,3550308,10,1,3,1.62,6,2
2009,PR,4106902,96,0,1,0.93,7,2
2009,SP,3537602,10,1,1,0.81,5,2
2009,RJ,3303500,30,1,5,3.93,5,2
2009,SP,3552809,10,1,2,1.5,3,2
2009,MG,3171204,10,0,4,2.77,4,1
2009,RS,4323002,10,0,2,1.12,3,2
2009,RJ,3300605,15,1,2,1.35,5,2
2009,SP,3514908,20,0,2,1.23,3,1
2009,TO,1716505,10,1,2,1.19,3,1
2009,MG,3156700,10,1,2,1.32,6,1
2009,CE,2304400,10,1,2,1.43,7,2
2009,SP,3509502,10,1,4,2.01,6,2
2009,MG,3106200,10,0,2,1.3,4,2
2009,MG,3170800,25,0,1,1.0,3,1
2009,PR,4125506,10,1,5,3.47,3,2
2009,SP,3550308,10,1,4,2.3,5,1
2009,RJ,3304557,30,0,5,3.39,7,2
2009,MG,3120904,10,0,9,14.94,6,2
2009,SP,3513405,10,1,2,1.19,6,1
2009,MG,3111200,10,0,2,1.2,5,1
2009,GO,5201108,10,0,2,1.04,3,1
2009,DF,5300108,10,1,5,3.28,5,2
2009,SP,3548500,10,0,5,3.61,5,1
2009,MG,3106200,10,1,4,2.07,7,2
2009,SP,3550308,10,0,4,2.47,3,1
2009,RJ,3304557,10,1,2,1.28,6,1
2009,PE,2607901,10,1,2,1.02,2,1
2009,SP,3506003,10,1,7,6.28,4,1
2009,SP,3520509,10,1,5,3.45,4,1
2009,PR,4106902,10,1,3,1.57,4,2
2009,PR,4106902,10,1,,0.0,6,2
2009,RJ,3304557,30,1,7,5.03,7,2
2009,GO,5208707,10,1,1,1.0,5,1
2009,PA,1501402,30,1,5,3.11,6,1
2009,GO,5205109,10,1,2,1.09,4,1
2009,SP,3519600,25,0,3,1.65,3,1
2009,DF,5300108,10,0,4,2.32,3,1
2009,MS,5005707,20,1,0,0.37,5,1
2009,BA,2927408,10,1,2,1.03,3,2
2009,SP,3526902,10,1,2,1.18,3,2
2009,BA,2915601,10,0,2,1.02,6,2
2009,RS,4306056,10,0,3,1.99,4,1
2009,SC,4205407,10,1,5,3.66,5,1
2009,SP,3550308,10,0,4,2.9,6,1
2009,SP,3503208,10,1,2,1.36,3,2
2009,PE,2608909,10,0,2,1.05,4,1
2009,SP,3550308,10,0,3,1.76,4,2
2009,RS,4314902,10,1,2,1.26,3,2
2009,MG,3138609,10,1,2,1.2,5,1
2009,PA,1508407,35,0,6,4.62,6,1
2009,BA,2915205,20,1,3,1.6,6,1
2009,PA,1500800,10,1,3,1.57,5,1
2009,BA,2919207,50,0,2,1.01,4,1
2009,RJ,3304557,10,0,2,1.23,8,2
2009,MA,2111300,10,1,2,1.25,7,1
2009,CE,2312908,10,1,2,1.23,6,2
2009,SP,3529401,10,1,3,1.68,4,1
2009,PR,4113502,10,1,1,0.64,3,2
2009,SP,3518800,10,1,7,5.12,5,1
2009,SP,3549904,10,0,2,1.38,5,1
2009,PA,1501402,30,1,4,2.61,6,1
2009,MT,5108402,97,0,2,1.05,5,2
2009,SP,3518800,10,1,5,3.41,5,2
2009,CE,2304400,30,1,2,1.46,8,2
2009,SP,3527108,10,1,3,1.57,3,1
2009,AP,1600600,30,1,5,3.17,5,2
2009,RJ,3304557,10,0,4,2.09,3,1
2009,PA,1502764,20,0,4,2.54,6,1
2009,RJ,3300605,10,0,7,5.02,5,1
2009,BA,2932507,30,1,2,1.49,5,1
2009,MG,3106200,10,0,3,1.51,7,1
2009,SP,3509304,25,1,5,3.06,4,1
2009,MT,5102678,10,1,2,1.11,5,1
2009,RJ,3303302,10,0,2,1.09,5,2
2009,DF,5300108,10,1,2,1.03,4,2
2009,SP,3550308,10,1,2,1.48,3,1
2009,SP,3509502,10,1,5,3.49,6,1
2009,BA,2910727,30,0,2,1.39,8,1
2009,RJ,3304557,10,0,6,4.56,5,1
2009,BA,2913606,10,1,2,1.33,4,2
2009,SP,3515004,35,0,3,1.79,7,2
2009,PE,2607901,10,1,2,1.19,3,2
2009,SP,3550308,10,1,11,55.57,7,1
2009,MG,3106200,10,1,8,7.13,5,2
2009,BA,2927408,30,1,4,2.67,7,2
2009,SP,3550308,10,1,3,1.62,4,2
2009,RS,4304358,10,1,4,2.87,6,1
2009,SC,4208609,10,0,3,1.84,4,1
2009,SP,3518800,50,0,4,2.32,3,1
2009,RN,2403251,30,1,4,2.78,5,2
2009,PR,4115200,10,0,4,2.86,3,2
2009,RJ,3304557,10,1,4,2.14,7,2
2009,PR,4112900,30,1,2,1.4,7,2
2009,MT,5103403,10,1,3,1.66,5,1
2009,RJ,3303401,10,1,2,1.06,3,2
2009,GO,5208707,10,1,2,1.05,6,2
2009,SP,3526902,15,1,2,1.27,5,2
2009,SP,3526902,10,1,4,2.06,5,1
2009,MG,3106200,30,1,2,1.08,7,2
2009,SP,3550308,50,0,2,1.18,5,2
2009,GO,5208707,96,0,3,1.53,4,1
2009,SP,3550308,10,1,10,15.05,4,1
2009,MA,2111300,30,1,2,1.48,6,2
2009,SP,3550308,10,1,2,1.29,3,2
2009,MS,5003702,10,0,3,1.79,3,1
2009,PR,4105706,25,1,3,2.0,6,1
2009,MS,5002704,10,0,2,1.18,3,1
2009,MG,3132404,10,1,3,1.7,5,1
2009,SP,3549904,10,1,2,1.06,4,1
2009,BA,2927408,30,1,3,1.92,7,2
2009,SP,3536505,10,0,3,1.68,4,1
2009,SP,3505708,50,0,2,1.29,3,1
2009,CE,2310506,31,1,2,1.24,6,1
2009,PR,4106902,10,1,4,2.6,6,2
2009,SP,3520509,10,1,3,1.58,3,1
2009,MT,5107909,10,0,2,1.03,5,2
2009,SC,4202008,10,0,5,3.92,6,1
2009,MG,3151404,10,0,2,1.1,7,1
2009,MA,2102002,20,1,1,1.0,3,1
2009,MS,5004304,10,1,1,1.0,2,1
2009,PR,4127304,10,1,3,1.52,5,1
2009,MG,3170701,10,1,4,2.22,3,1
2009,SP,3515004,10,0,4,2.77,5,1
2009,RJ,3304557,10,1,5,3.09,5,1
2009,SC,4203006,10,0,2,1.36,4,1
2009,PR,4119152,10,0,4,2.51,3,1
2009,SP,3550308,10,1,8,8.42,6,2
2009,ES,3205309,10,1,3,1.87,4,1
2009,SP,3529005,10,0,3,1.52,3,1
2009,SP,3513504,10,0,7,5.26,5,1
2009,GO,5208707,10,0,0,0.4,5,2
2009,TO,1721000,35,1,2,1.31,7,2
2009,RS,4318408,10,1,3,1.88,4,1
2009,RJ,3302403,50,0,2,1.15,4,1
2009,SP,3513504,10,0,4,2.87,3,1
2009,RJ,3304557,10,1,4,2.18,6,1
2009,SP,3543402,10,1,3,1.58,5,1
2009,SP,3509502,10,0,5,3.6,4,2
2009,RJ,3304557,10,1,4,2.41,5,1
2009,PB,2503704,10,1,2,1.05,3,2
2009,SP,3530607,50,0,4,2.46,4,1
2009,RJ,3302007,10,0,3,1.51,6,1
2009,SP,3550308,10,1,5,3.56,5,2
2009,SP,3550308,10,0,3,1.51,3,1
2009,MT,5103403,10,0,10,16.93,7,1
2009,MG,3164431,31,1,2,1.09,3,1
2009,PR,4112801,10,1,3,1.99,4,1
2009,RS,4305108,30,1,7,6.83,7,2
2009,RS,4307302,10,1,1,1.0,3,1
2009,GO,5208707,96,0,1,1.0,4,2
2009,SP,3518800,10,1,4,2.28,5,1
2009,GO,5205109,10,1,4,2.71,5,2
2009,PR,4128104,30,1,4,2.87,4,2
2009,RS,4303004,10,0,7,6.32,4,1
2009,PB,2507507,10,0,2,1.15,4,1
2009,SC,4209300,10,1,3,1.54,7,1
2009,RS,4307005,10,1,5,3.01,5,2
2009,SP,3524303,10,0,4,2.44,4,1
2009,RS,4314902,10,1,6,4.67,4,1
2009,RS,4314902,10,1,2,1.34,3,1
2009,MG,3106200,30,1,4,2.99,6,1
2009,MA,2101400,25,1,3,1.97,4,1
2009,RJ,3303302,30,1,9,14.8,6,2
2009,RJ,3303609,35,1,2,1.44,7,1
2009,RS,4308201,10,1,3,1.59,6,1
2009,DF,5300108,30,1,7,6.22,7,1
2009,SP,3548708,10,1,5,3.81,5,1
2009,SP,3505302,20,1,3,1.81,6,2
2009,PR,4119152,10,0,4,2.03,6,1
2009,SP,3518404,10,1,3,1.93,6,2
2009,SP,3516408,30,1,7,5.15,6,1
2009,RN,2408102,10,1,6,4.47,6,2
2009,GO,5208707,10,1,2,1.02,4,1
2009,SC,4203006,10,1,3,1.52,3,1
2009,SP,3523107,30,1,3,1.88,5,2
2009,SP,3534401,30,1,4,2.82,7,2
2009,SE,2800308,10,0,2,1.03,6,2
2009,SP,3510500,10,1,8,7.6,6,1
2009,SP,3550308,10,1,3,1.71,3,2
2009,RN,2410504,30,1,1,1.0,7,2
2009,SP,3518800,10,1,6,4.92,5,1
2009,PA,1500800,10,0,5,3.52,6,1
2009,SP,3502101,10,0,4,2.45,8,2
2009,MG,3145208,10,0,2,1.03,4,1
2009,SP,3518800,10,1,2,1.26,3,2
2009,SP,3503802,10,1,5,3.36,5,1
2009,SP,3550308,30,1,6,4.52,5,1
2009,BA,2931004,30,1,3,1.51,5,2
2009,RJ,3304557,10,1,9,10.85,5,1
2009,MG,3161403,10,1,2,1.07,6,2
2009,SP,3549102,10,1,2,1.35,3,1
2009,PA,1501402,30,1,7,6.99,6,2
2009,MS,5006200,10,1,8,9.08,6,2
2009,CE,2304400,10,1,2,1.2,4,1
2009,RS,4314100,25,1,2,1.42,5,2
2009,RJ,3301702,10,1,2,1.21,6,1
2009,SP,3522406,20,1,2,1.11,6,1
2009,RS,4303103,10,1,2,1.36,3,1
2009,SP,3548708,10,1,2,1.34,3,1
2009,DF,5300108,10,1,3,1.64,5,1
2009,CE,2301901,10,1,1,0.51,5,2
2009,MT,5102637,10,1,7,6.88,6,1
2009,SP,3550308,10,1,4,2.86,6,1
2009,MT,5102637,10,0,4,2.79,3,1
2009,SP,3530607,10,1,9,11.92,5,1
2009,SE,2800308,10,1,2,1.41,4,1
2009,BA,2933307,10,0,4,2.53,5,1
2009,SP,3524402,10,1,2,1.3,6,1
2009,MG,3151503,75,0,2,1.48,5,1
2009,PE,2604106,10,0,2,1.06,4,1
2009,AP,1600303,10,1,2,1.25,4,1
2009,SP,3529302,10,1,5,3.63,4,1
2009,SP,3550308,10,0,4,2.33,5,1
2009,MG,3146107,10,0,2,1.08,5,2
2009,SP,3547809,30,1,6,4.19,6,2
2009,SP,3505708,50,0,2,1.44,4,2
2009,GO,5208707,35,1,5,3.15,5,1
2009,SP,3515004,10,1,6,4.69,5,1
2009,SP,3550308,10,1,5,3.15,6,1
2009,SP,3550308,10,0,5,3.03,6,2
2009,SP,3522406,10,1,3,1.89,7,1
2009,MT,5107040,10,1,5,3.72,5,2
2009,MG,3105004,10,1,3,1.57,4,1
2009,MT,5103403,30,0,2,1.01,6,2
2009,SP,3534203,60,0,4,2.21,4,1
2009,GO,5211909,10,1,3,1.62,5,1
2009,SP,3550308,10,0,1,0.91,3,2
2009,RS,4314902,10,0,4,2.68,5,1
2009,SP,3550308,30,1,5,3.87,6,2
2009,BA,2927408,10,0,6,4.97,5,1
2009,MG,3106200,10,0,1,1.0,5,2
2009,SP,3550308,10,1,3,1.95,5,1
2009,SC,4209102,10,1,2,1.32,2,1
2009,RS,4302709,10,0,4,2.33,3,2
2009,SP,3550308,30,1,5,3.06,5,2
2009,GO,5208707,10,1,5,3.03,7,1
2009,DF,5300108,10,1,11,34.65,5,1
2009,AL,2706703,25,1,2,1.06,3,2
2009,AM,1302603,10,1,3,1.75,6,1
2009,SP,3539806,10,1,6,4.53,3,1
2009,RS,4303004,10,1,2,1.09,7,1
2009,SP,3550308,30,1,6,4.98,5,2
2009,SE,2800308,10,1,2,1.1,4,2
2009,TO,1721000,35,1,2,1.03,6,2
2009,SP,3550308,10,0,3,1.61,7,2
2009,MS,5002704,10,1,9,13.19,6,2
2009,CE,2301109,10,1,9,14.58,6,1
2009,SP,3550308,10,1,5,3.32,5,1
2009,RJ,3300506,10,0,2,1.3,3,1
2009,AM,1302603,10,1,6,4.57,5,1
2009,PR,4104808,10,1,1,1.0,3,2
2009,MG,3157807,10,1,3,1.63,6,2
2009,SC,4208906,10,0,2,1.3,4,2
2009,SP,3533908,10,0,2,1.28,5,1
2009,PR,4122602,10,0,4,2.24,4,1
2009,SP,3534401,10,1,2,1.42,5,2
2009,SP,3543402,10,0,1,0.86,5,2
2009,DF,5300108,10,1,2,1.18,5,1
2009,AM,1302603,10,1,2,1.39,5,1
2009,RJ,3304557,30,1,7,6.05,6,2
2009,SP,3501608,10,0,3,1.81,5,2
2009,SP,3549805,10,1,2,1.08,4,2
2009,SC,4209102,10,0,,0.0,3,1
2009,RN,2401404,20,1,2,1.11,5,1
2009,MT,5107602,10,0,2,1.09,3,1
2009,PE,2611903,35,1,4,2.79,5,1
2009,BA,2927408,10,0,7,5.59,7,1
2009,PR,4106902,10,1,4,2.32,5,1
2009,SP,3556701,10,1,4,2.6,4,1
2009,MT,5103403,10,0,3,1.55,3,1
2009,RS,4313409,10,0,2,1.5,4,2
2009,PE,2613909,30,1,4,2.22,7,2
2009,PE,2606804,10,0,3,1.62,5,1
2009,BA,2919207,10,1,8,7.87,7,1
2009,AM,1301209,10,1,9,14.49,4,1
2009,MG,3106200,10,0,3,1.78,4,2
2009,DF,5300108,30,1,5,3.91,4,1
2009,DF,5300108,30,1,9,11.18,7,2
2009,PR,4106902,10,0,2,1.31,5,1
2009,SC,4202404,10,0,3,1.97,7,2
2009,RJ,3304557,10,0,2,1.14,3,2
2009,SP,3550308,30,1,8,7.51,6,2
2009,PR,4121505,10,1,1,1.0,4,2
2009,ES,3203205,25,1,2,1.1,3,2
2009,PR,4101408,10,1,4,2.57,6,1
2009,SP,3506359,30,1,5,3.42,6,1
2009,SP,3546603,30,1,2,1.23,5,2
2009,PR,4106902,30,1,7,6.1,6,1
2009,DF,5300108,30,1,10,15.3,5,1
2009,SP,3512209,30,1,10,19.38,6,1
2009,PA,1501402,30,1,8,9.21,5,1
2009,PR,4117602,10,1,3,1.56,5,1
2009,SP,3504107,10,1,2,1.49,3,1
2009,MG,3135803,10,0,3,1.64,3,1
2009,PR,4115200,10,0,3,1.69,5,1
2009,SC,4203006,25,0,2,1.23,7,2
2009,SP,3503208,10,1,3,1.76,5,1
2009,MA,2103000,30,1,1,1.0,6,2
2009,RJ,3304151,10,1,4,2.95,6,2
2009,BA,2932903,30,1,3,1.55,6,2
2009,MG,3170206,35,0,2,1.42,5,2
2009,SP,3502804,10,1,4,2.22,3,1
2009,SP,3550308,10,1,8,8.49,6,1
2009,AP,1600303,30,1,9,14.59,6,2
2009,MG,3106200,10,0,2,1.33,3,2
2009,RO,1100049,10,1,2,1.01,5,1
2009,BA,2927408,10,0,1,0.8,3,2
2009,SP,3556503,10,1,3,1.96,7,1
2009,RS,4305108,10,1,,0.0,5,2
2009,AL,2707701,20,1,2,1.35,5,1
2009,SP,3550308,10,1,5,3.63,3,2
2009,ES,3205309,10,0,2,1.12,3,1
2009,BA,2910727,10,1,2,1.07,4,2
2009,PR,4101606,30,1,6,4.55,7,1
2009,SP,3550308,30,1,5,3.14,6,2
2009,GO,5208707,10,1,2,1.38,3,2
2009,PA,1501402,10,1,5,3.41,4,1
2009,MS,5002704,10,1,2,1.26,3,1
2009,MG,3159605,10,1,4,2.13,5,2
2009,GO,5208707,30,1,7,6.16,6,2
2009,SP,3550308,10,1,5,3.55,6,1
2009,SP,3550308,10,0,10,17.93,5,2
2009,SP,3547809,35,1,8,8.63,7,2
2009,SP,3550308,10,0,9,14.24,5,2
2009,RJ,3302858,10,0,2,1.45,4,1
2009,PR,4106902,10,1,6,4.06,7,1
2009,TO,1702208,10,0,3,1.99,7,1
2009,RS,4316907,10,1,4,2.04,4,1
2009,PE,2609006,30,1,5,3.48,6,2
2009,MA,2101905,31,1,1,1.0,4,1
2009,PA,1506187,10,1,2,1.3,6,2
2009,RJ,3304557,30,1,6,4.1,5,2
2009,SP,3550308,10,1,4,2.29,5,1
2009,SP,3507506,25,0,4,2.13,6,1
2009,PB,2511301,35,1,3,1.87,6,2
2009,PI,2211001,10,1,0,0.49,6,2
2009,MG,3118601,10,1,4,2.95,4,1
2009,PR,4122404,10,0,3,1.82,5,1
2009,PE,2615300,10,1,3,1.68,5,1
2009,SP,3550308,10,1,11,43.02,7,1
2009,DF,5300108,10,0,4,2.03,8,1
2009,DF,5300108,10,0,4,2.31,4,2
2009,SP,3526902,10,1,4,2.63,5,1
2009,SP,3502101,10,1,1,1.0,2,1
2009,MG,3106200,30,1,4,2.04,6,2
2009,PR,4102109,10,1,2,1.3,4,2
2009,SP,3541406,10,1,2,1.41,5,2
2009,SP,3551702,10,1,11,21.48,6,1
2009,CE,2304400,10,1,4,2.69,5,1
2009,SP,3530607,10,1,2,1.32,5,2
2009,BA,2927408,35,1,6,4.49,5,1
2009,DF,5300108,10,1,7,6.88,4,1
2009,PR,4106902,50,0,,0.0,3,2
2009,MG,3120201,10,0,1,1.0,3,1
2009,PE,2607901,10,1,3,1.55,5,1
2009,SP,3506003,10,1,4,2.35,5,1
2009,PA,1503804,10,1,2,1.14,3,1
2009,MG,3164704,10,0,,0.0,6,1
2009,PE,2611606,30,1,2,1.39,5,2
2009,MT,5103403,30,1,5,3.93,6,2
2009,SP,3518800,10,1,4,2.03,6,1
2009,SP,3550308,10,0,8,9.49,5,1
2009,MG,3144805,15,0,1,0.91,3,1
2009,MG,3142809,10,1,4,2.05,6,1
2009,CE,2304400,10,0,2,1.38,5,2
2009,RS,4305975,25,1,7,5.79,6,1
2009,SP,3550308,10,1,3,1.9,3,2
2009,RN,2408102,10,0,2,1.02,3,2
2009,SP,3510807,10,0,2,1.49,5,2
2009,RJ,3304557,10,0,5,3.3,5,2
2009,MG,3143104,10,1,1,1.0,4,1
2009,SE,2800308,35,1,1,0.98,5,1
2009,SC,4204806,10,1,3,1.61,3,1
2009,PA,1501402,10,1,2,1.27,4,2
2009,RO,1100288,10,0,2,1.28,4,2
2009,SP,3550308,10,0,2,1.09,6,1
2009,SP,3550308,10,1,4,2.96,7,1
2009,SC,4216305,10,0,3,1.52,3,2
2009,RS,4323002,30,1,5,3.82,5,2
2009,SP,3543402,10,0,2,1.01,3,2
2009,SP,3552205,10,1,10,19.7,5,1
2009,SP,3550308,10,0,5,3.44,5,2
2009,PB,2507507,10,0,4,2.7,4,2
2009,ES,3205309,10,1,6,4.2,6,1
2009,SP,3550308,10,1,5,3.03,5,2
2009,MG,3146107,10,1,2,1.08,4,1
2009,BA,2917607,35,1,2,1.15,7,1
2009,SP,3548708,10,0,2,1.33,5,1
2009,RJ,3302254,10,1,2,1.3,3,1
2009,CE,2305506,31,1,3,1.86,6,2
2009,SP,3550308,10,0,2,1.06,5,2
2009,SP,3524303,10,0,4,2.43,3,1
2009,RJ,3304557,10,1,4,2.11,5,1
2009,MT,5104559,30,1,2,1.36,5,2
2009,SP,3550308,10,1,3,1.7,4,1
2009,CE,2307700,10,1,2,1.04,3,2
2009,SP,3509502,10,1,9,10.43,5,2
2009,MG,3146008,10,1,2,1.3,6,2
2009,RJ,3304557,30,1,5,3.47,6,2
2009,BA,2927408,30,1,4,2.27,6,1
2009,RS,4314902,10,0,3,1.99,5,1
2009,PE,2607901,10,1,2,1.46,6,2
2009,SP,3511607,20,0,2,1.15,6,1
2009,BA,2927408,10,1,9,10.22,5,1
2009,RJ,3304557,10,1,2,1.38,3,2
2009,PR,4106902,10,1,4,2.77,5,1
2009,SP,3550308,50,0,,0.0,4,1
2009,MG,3126604,10,1,2,1.04,3,1
2009,RS,4304606,10,0,4,2.53,5,1
2009,MG,3106200,35,0,3,1.88,6,2
2009,MG,3137601,31,0,3,1.77,4,1
2009,SP,3550308,10,1,,0.0,5,2
2009,SC,4204301,10,1,2,1.36,5,2
2009,MA,2111300,10,1,2,1.47,5,1
2009,SP,3543402,20,0,3,1.78,7,1
2009,RN,2408102,10,0,2,1.46,3,1
2009,SP,3536307,25,1,1,0.7,5,2
2009,SP,3549904,10,1,8,8.14,6,1
2009,TO,1713205,35,1,2,1.16,4,2
2009,SP,3548500,10,1,3,1.63,3,2
2009,PR,4114203,10,0,0,0.32,3,1
2009,SP,3550308,10,1,2,1.44,3,2
2009,SP,3513801,10,1,7,5.79,6,2
2009,MG,3156403,75,0,2,1.24,5,1
